Student,Item01,Item02,Item03,Item04,Item05,Item06,Item07,Item08,Item09,Item10,Item11,Item12
Student2520,0,0,0,1,1,1,1,1,1,0,0,0
Student2521,1,0,0,1,0,0,0,0,1,1,0,0
Student2522,0,0,0,0,0,0,0,0,0,0,0,0
Student2523,0,0,0,0,0,0,0,0,0,0,0,0
Student2524,1,1,0,0,0,0,0,1,1,1,0,0
Student2525,1,1,1,1,1,0,0,0,0,0,0,0
Student2526,0,0,0,1,0,0,0,0,0,0,0,0
Student2527,0,0,0,0,0,0,0,1,1,1,1,0
Student2528,0,0,0,1,0,0,0,1,1,1,1,0
Student2529,1,0,0,0,0,0,0,0,0,1,0,0
Student2530,0,0,0,1,0,0,0,0,0,0,0,0
Student2531,0,0,0,1,0,0,0,1,1,1,1,0
Student2532,0,0,0,1,1,0,0,0,0,0,0,0
Student2533,1,1,1,1,1,1,1,1,1,1,1,1
Student2534,1,1,1,1,1,1,1,1,1,1,1,1
Student2535,1,1,1,1,1,1,1,1,1,1,1,1
Student2536,1,1,0,1,1,1,1,1,1,1,1,1
Student2537,1,1,1,1,1,1,1,1,1,1,1,0
Student2538,1,1,1,1,1,1,1,1,1,1,1,0
Student2539,1,0,0,1,1,0,0,1,1,0,0,1
Student2540,0,0,0,0,0,0,0,0,0,0,0,0
Student2541,0,0,0,1,1,0,0,0,0,0,0,0
Student2542,1,1,0,1,1,1,1,1,1,1,0,0
Student2543,1,1,1,0,0,0,0,0,0,0,0,0
Student2544,1,1,0,0,0,0,0,1,1,1,1,0
Student2545,1,1,1,1,1,1,0,1,1,1,0,0
Student2546,1,1,0,1,0,0,0,1,0,0,0,0
Student2547,0,0,0,0,1,0,0,0,1,0,0,0
Student2548,1,1,0,1,1,1,1,1,1,1,0,1
Student2549,1,0,0,0,0,0,0,0,0,0,0,0
Student2550,1,1,0,1,1,0,0,1,1,1,1,0
Student2551,1,1,0,1,1,1,1,1,1,1,1,0
Student2552,1,1,0,1,0,0,0,1,0,0,1,0
Student2553,1,0,1,1,0,0,0,0,0,0,0,0
Student2554,1,1,1,1,1,1,0,1,1,1,1,0
Student2555,0,0,0,0,0,0,0,0,0,0,0,0
Student2556,0,0,0,0,0,0,0,0,0,0,0,0
Student2557,1,1,1,1,1,1,1,1,1,1,1,0
Student2558,1,1,1,1,0,0,0,0,0,0,0,0
Student2559,1,0,0,0,0,0,0,0,0,0,0,0
Student2560,0,0,0,0,0,0,0,0,0,0,0,0
Student2561,1,1,1,1,1,1,1,1,1,1,1,1
Student2562,1,1,0,1,0,0,0,0,0,0,0,0
Student2563,1,1,1,1,1,1,0,1,1,1,1,0
Student2564,0,0,0,0,0,0,0,1,1,0,0,0
Student2565,0,0,0,0,0,0,0,0,1,0,0,0
Student2566,1,1,1,1,0,0,0,1,1,1,0,0
Student2567,1,1,1,1,1,1,0,1,1,0,0,1
Student2568,0,0,0,1,0,0,0,0,0,0,0,0
Student2569,0,0,0,0,0,0,0,0,0,0,0,0
Student2570,1,1,1,0,1,0,0,1,1,1,1,0
Student2571,0,0,0,0,0,0,0,1,1,1,1,1
Student2572,0,0,0,0,0,0,0,0,0,0,0,0
Student2573,1,0,0,1,0,0,0,0,0,0,0,0
Student2574,1,1,0,1,1,1,1,1,1,1,1,0
Student2575,1,1,1,1,1,1,1,1,1,1,1,1
Student2576,1,1,1,1,1,1,1,1,1,1,1,1
Student2577,0,0,0,0,0,0,0,0,1,0,0,1
Student2578,1,1,0,0,0,0,0,0,0,0,0,0
Student2579,0,0,0,0,1,0,0,1,0,0,0,0
Student2580,0,1,0,1,0,0,0,1,1,1,1,1
Student2581,1,1,1,1,0,0,0,1,0,0,0,0
Student2582,1,1,1,1,1,0,0,1,1,1,1,0
Student2583,1,1,1,0,1,0,0,1,1,1,1,0
Student2584,1,1,1,1,1,1,1,1,1,1,1,0
Student2585,1,1,1,1,1,1,1,1,1,1,1,1
Student2586,1,0,0,0,0,0,0,0,0,0,1,0
Student2587,0,0,0,1,1,1,0,1,1,1,1,0
Student2588,1,1,1,1,0,0,0,1,1,1,1,0
Student2589,1,1,0,1,1,0,0,0,1,0,0,0
Student2590,1,1,0,1,0,0,0,0,0,0,0,0
Student2591,0,0,0,1,1,0,0,1,1,1,1,0
Student2592,0,0,0,1,0,0,0,1,1,1,1,1
Student2593,1,0,1,1,1,1,0,1,1,1,1,1
Student2594,1,0,0,1,1,0,0,1,1,0,0,0
Student2595,1,1,1,1,1,0,0,0,1,0,0,0
Student2596,1,1,1,1,1,0,1,1,1,0,1,0
Student2597,0,1,0,0,0,0,0,1,1,1,1,1
Student2598,1,1,1,1,1,1,0,1,1,1,1,1
Student2599,0,0,0,1,1,0,0,1,0,0,0,0
Student2600,1,1,1,1,1,1,1,1,1,1,1,0
Student2601,1,1,1,1,0,0,0,1,1,1,1,0
Student2602,1,1,0,1,1,1,0,1,1,1,1,0
Student2603,0,0,0,1,0,0,0,1,1,1,1,1
Student2604,1,1,1,1,1,1,1,1,1,1,1,0
Student2605,1,0,1,1,1,1,0,1,1,1,1,1
Student2606,1,1,1,1,1,1,1,1,1,1,1,0
Student2607,1,0,0,0,0,0,0,1,1,1,1,0
Student2608,1,1,1,0,1,0,0,1,1,1,1,0
Student2609,1,1,1,0,1,0,0,1,1,1,1,0
Student2610,1,0,1,0,0,0,0,1,1,1,1,0
Student2611,0,0,0,1,0,0,0,0,0,1,0,0
Student2612,1,1,1,1,0,1,1,1,1,1,1,0
Student2613,1,1,0,0,0,0,0,0,0,0,0,0
Student2614,1,1,1,1,0,0,0,0,0,0,0,0
Student2615,1,1,1,1,1,1,1,0,1,0,0,0
Student2616,1,0,0,0,0,0,0,1,1,1,1,1
Student2617,0,0,0,0,1,0,0,1,1,1,1,0
Student2618,0,0,0,1,1,1,0,1,1,1,1,0
Student2619,1,1,1,0,0,0,0,0,0,0,0,0
Student2620,1,1,0,1,0,0,0,1,1,0,0,0
Student2621,1,0,0,1,1,0,0,1,0,1,0,1
Student2622,1,0,0,1,1,1,0,1,1,1,1,0
Student2623,0,1,0,0,0,0,0,0,0,0,0,0
Student2624,1,1,1,1,1,1,0,1,1,1,0,0
Student2625,1,1,1,1,1,1,1,1,1,1,1,1
Student2626,0,0,0,1,0,0,0,1,1,1,1,0
Student2627,0,0,0,0,0,0,0,0,0,0,0,0
Student2628,0,0,0,0,0,0,0,1,1,1,1,0
Student2629,1,1,0,1,1,0,0,0,0,0,0,0
Student2630,1,1,1,1,1,1,1,1,1,1,1,0
Student2631,0,0,0,0,1,0,0,0,0,0,0,0
Student2632,0,0,0,0,0,0,0,1,1,1,0,0
Student2633,1,1,0,0,0,0,0,1,1,0,1,1
Student2634,1,1,0,1,1,1,0,1,1,1,1,0
Student2635,1,1,1,1,0,0,0,0,0,0,0,0
Student2636,1,0,0,1,0,0,0,1,1,1,0,0
Student2637,1,1,1,1,1,1,1,1,1,1,1,0
Student2638,0,0,0,0,0,0,0,0,1,0,0,0
Student2639,1,1,0,1,1,1,0,1,1,1,1,1
Student2640,1,0,0,1,0,0,0,0,0,0,0,0
Student2641,0,0,0,1,1,0,0,0,0,0,0,0
Student2642,1,1,0,1,1,1,1,1,1,1,1,0
Student2643,0,0,0,0,1,0,0,1,0,0,0,0
Student2644,0,0,0,0,0,0,0,1,1,0,0,0
Student2645,1,1,1,1,1,1,1,1,1,1,1,0
Student2646,1,1,0,1,0,0,0,0,1,0,0,0
Student2647,1,0,0,1,1,1,0,0,1,0,0,0
Student2648,0,0,0,1,0,0,0,0,0,1,0,0
Student2649,1,1,0,1,1,0,0,0,1,0,0,1
Student2650,1,1,0,0,0,0,0,0,0,0,0,0
Student2651,0,0,0,1,0,0,0,1,0,0,0,0
Student2652,0,0,0,1,0,0,0,1,1,1,0,0
Student2653,1,1,1,1,0,0,0,1,0,0,0,0
Student2654,1,0,0,0,0,0,0,1,1,1,1,0
Student2655,1,1,0,1,1,0,0,1,1,1,1,1
Student2656,0,0,0,0,0,0,0,1,1,1,1,0
Student2657,0,0,0,0,0,0,0,0,0,0,0,0
Student2658,1,1,1,1,1,1,1,1,1,1,1,1
Student2659,1,1,1,1,1,1,1,1,1,1,1,0
Student2660,1,1,1,1,1,1,1,1,1,1,1,0
Student2661,1,1,1,0,0,0,0,0,1,1,0,0
Student2662,0,0,0,0,0,0,0,0,0,0,0,0
Student2663,0,0,0,1,0,0,0,0,0,0,0,0
Student2664,1,1,1,1,1,1,1,1,1,1,1,0
Student2665,1,1,1,1,1,0,0,0,0,0,0,0
Student2666,0,1,0,0,0,0,0,0,0,0,0,0
Student2667,0,0,0,0,0,0,0,0,1,0,0,0
Student2668,1,1,0,1,1,1,0,1,1,1,1,1
Student2669,0,0,0,0,0,0,0,0,0,0,0,0
Student2670,1,1,1,0,0,0,0,1,1,1,1,1
Student2671,0,0,0,0,0,0,0,1,0,0,1,0
Student2672,0,0,0,0,0,0,0,1,1,1,1,0
Student2673,1,1,0,1,1,0,0,0,0,0,0,0
Student2674,1,1,0,1,1,1,1,0,1,0,0,0
Student2675,0,0,0,1,0,0,0,0,0,1,0,0
Student2676,1,0,0,0,0,0,0,0,0,0,0,0
Student2677,1,1,1,0,0,0,0,0,1,0,0,1
Student2678,0,0,0,1,1,0,0,1,1,0,0,0
Student2679,1,0,0,1,0,0,0,0,0,0,0,0
Student2680,1,0,0,0,0,0,0,0,0,0,0,0
Student2681,1,1,1,1,1,1,1,1,1,1,1,0
Student2682,1,1,1,1,1,1,1,1,1,1,1,1
Student2683,1,0,0,1,0,0,0,0,0,0,0,0
Student2684,1,1,1,1,1,0,1,1,1,1,1,0
Student2685,0,0,0,0,0,0,0,0,0,0,0,0
Student2686,0,0,0,0,0,0,0,1,0,0,0,0
Student2687,1,0,0,1,0,0,0,0,0,0,0,0
Student2688,1,1,1,0,0,0,0,0,0,0,1,0
Student2689,0,0,0,1,0,0,0,0,0,0,0,0
Student2690,0,0,0,0,0,0,0,0,0,0,0,0
Student2691,1,1,1,1,1,1,1,1,1,1,1,0
Student2692,0,0,0,0,0,0,0,0,0,0,0,0
Student2693,1,1,1,1,1,1,1,1,1,1,1,1
Student2694,1,1,1,1,1,1,1,1,1,1,1,0
Student2695,1,1,1,1,1,1,1,1,1,1,1,1
Student2696,0,0,0,1,1,1,1,0,1,0,0,0
Student2697,0,0,0,0,0,0,0,0,0,0,0,0
Student2698,1,0,0,1,1,0,0,0,1,0,0,0
Student2699,1,1,0,1,1,0,0,0,0,0,0,0
Student2700,0,0,0,1,0,0,0,0,0,0,0,0
Student2701,1,1,1,0,0,0,0,0,0,0,0,0
Student2702,1,1,0,1,0,0,0,0,0,0,0,0
Student2703,1,1,1,1,1,0,1,0,0,0,0,1
Student2704,1,1,1,1,1,1,0,1,1,1,1,0
Student2705,1,0,0,0,0,0,0,0,0,0,0,0
Student2706,0,0,0,1,0,0,0,0,1,1,1,0
Student2707,1,1,1,1,0,0,0,1,1,1,0,0
Student2708,1,1,1,1,1,1,1,1,1,1,1,0
Student2709,0,0,0,0,0,0,0,0,0,0,0,0
Student2710,1,1,1,1,1,1,1,1,1,1,1,0
Student2711,0,0,0,1,0,0,0,0,0,1,0,0
Student2712,0,0,0,0,0,0,0,0,0,0,0,0
Student2713,1,1,1,1,1,1,1,1,1,1,1,1
Student2714,1,1,0,1,0,0,0,1,1,1,1,0
Student2715,1,1,1,1,1,0,0,1,1,1,1,0
Student2716,1,0,0,1,0,0,0,0,0,0,0,0
Student2717,0,0,0,0,0,0,0,0,0,0,0,0
Student2718,1,1,1,0,1,0,0,1,1,1,1,0
Student2719,1,0,0,0,0,0,0,0,0,0,0,1
Student2720,0,0,0,0,0,0,0,0,0,0,0,0
Student2721,1,1,0,0,0,0,0,0,0,0,0,0
Student2722,1,1,1,1,1,1,1,1,1,1,1,1
Student2723,1,0,0,1,0,0,0,1,1,1,1,1
Student2724,1,1,1,1,1,1,0,1,1,1,1,1
Student2725,1,1,1,1,1,1,1,1,1,1,1,1
Student2726,0,0,0,1,0,0,0,0,0,0,0,0
Student2727,0,0,0,0,0,0,0,0,0,0,0,0
Student2728,1,1,0,1,1,0,0,0,1,1,1,0
Student2729,1,0,0,0,0,0,0,0,1,0,0,0
Student2730,0,0,0,0,0,0,0,1,1,1,1,0
Student2731,0,0,0,1,0,0,0,0,0,0,0,0
Student2732,1,1,1,0,0,0,0,0,1,0,0,1
Student2733,0,0,0,0,1,0,0,0,1,0,0,0
Student2734,0,0,0,0,1,0,1,0,0,0,0,0
Student2735,1,1,1,0,0,0,0,0,1,0,0,0
Student2736,1,1,0,1,0,0,0,0,0,0,0,0
Student2737,0,0,1,0,1,0,0,0,0,0,0,0
Student2738,1,1,1,1,1,0,1,1,1,1,1,0
Student2739,1,1,1,0,0,0,0,0,0,0,0,1
Student2740,1,1,1,1,1,0,0,1,1,1,1,1
Student2741,0,0,0,0,0,0,0,0,0,0,0,0
Student2742,1,1,1,1,1,1,1,1,0,1,0,0
Student2743,0,0,0,0,0,0,0,0,0,0,0,0
Student2744,0,0,0,0,0,0,0,1,1,1,1,0
Student2745,1,1,0,1,0,0,0,1,1,1,0,0
Student2746,0,0,0,0,0,0,0,1,1,1,1,1
Student2747,1,1,0,0,0,0,0,0,0,0,0,0
Student2748,1,1,1,0,1,0,0,1,1,1,1,0
Student2749,1,1,1,1,1,1,0,1,1,1,1,0
Student2750,0,0,0,1,1,0,0,0,1,0,0,0
Student2751,0,0,0,0,0,0,0,0,0,0,0,0
Student2752,0,0,0,0,0,0,0,0,0,0,0,0
Student2753,1,0,0,1,0,0,0,0,0,0,1,0
Student2754,1,1,0,1,1,1,1,1,1,1,1,0
Student2755,1,0,0,0,0,0,0,0,0,0,0,0
Student2756,0,0,0,0,0,0,0,0,0,0,0,0
Student2757,1,0,0,1,0,0,0,1,0,0,0,1
Student2758,1,1,1,0,0,0,0,1,1,1,1,0
Student2759,1,1,0,1,0,0,0,1,1,1,1,0
Student2760,1,1,1,0,0,0,0,0,1,0,0,0
Student2761,0,0,0,0,0,0,0,0,0,0,0,0
Student2762,1,1,1,0,0,0,0,1,1,1,1,1
Student2763,1,1,1,1,1,0,0,1,1,0,1,0
Student2764,1,0,0,0,0,0,0,1,1,1,1,0
Student2765,0,0,0,0,0,0,0,1,1,1,1,0
Student2766,1,1,1,1,1,1,0,1,1,0,1,1
Student2767,1,1,1,1,0,0,1,1,1,0,1,1
Student2768,0,0,0,0,0,0,0,0,0,0,0,0
Student2769,1,0,1,1,0,0,0,0,1,0,0,0
Student2770,0,0,0,1,0,0,0,1,0,0,0,1
Student2771,0,0,0,0,0,0,0,0,0,0,0,0
Student2772,0,0,0,1,0,0,0,0,0,0,0,0
Student2773,1,0,0,0,0,0,0,1,1,1,0,0
Student2774,1,1,0,0,0,0,0,0,0,0,0,0
Student2775,0,0,0,0,0,0,0,0,0,0,0,0
Student2776,0,0,0,1,0,0,0,0,0,0,0,0
Student2777,1,1,0,0,0,0,0,0,0,0,0,0
Student2778,1,1,1,1,0,0,0,1,1,1,1,0
Student2779,1,0,0,0,0,0,0,0,0,0,0,0
Student2780,1,0,0,0,0,0,0,1,1,1,0,0
Student2781,1,1,0,1,0,0,0,0,1,0,0,0
Student2782,1,1,1,1,1,1,1,1,1,1,1,1
Student2783,1,0,0,1,0,0,0,1,0,1,0,0
Student2784,1,1,1,1,1,0,0,1,1,1,0,0
Student2785,1,1,0,1,0,0,0,0,1,0,0,0
Student2786,0,0,0,1,1,1,0,0,0,0,0,0
Student2787,0,0,0,0,1,0,0,0,0,0,0,0
Student2788,1,1,1,1,1,1,1,1,1,0,1,0
Student2789,1,0,0,0,0,0,0,0,1,1,0,0
Student2790,1,1,0,1,1,0,1,0,0,0,0,0
Student2791,1,1,1,1,1,0,0,0,1,0,1,0
Student2792,0,0,0,0,0,0,0,0,0,0,0,0
Student2793,1,1,1,1,1,1,1,1,1,1,1,1
Student2794,0,0,0,0,0,0,0,1,1,0,1,0
Student2795,1,1,1,1,1,1,0,1,1,1,1,0
Student2796,1,1,1,1,1,1,1,1,1,1,1,0
Student2797,1,1,0,0,0,0,0,1,1,0,0,0
Student2798,0,0,0,1,1,0,0,0,1,0,0,0
Student2799,1,1,0,1,0,0,0,1,1,1,1,0
Student2800,1,1,1,1,1,0,0,0,0,0,0,0
Student2801,1,0,0,1,1,0,1,1,0,0,0,0
Student2802,1,1,1,1,1,1,1,0,1,0,0,0
Student2803,1,0,0,0,0,0,0,1,0,0,0,0
Student2804,1,1,1,1,1,1,1,1,1,1,1,1
Student2805,1,1,0,0,0,0,0,1,1,1,1,0
Student2806,1,0,0,1,0,0,0,0,0,0,0,0
Student2807,0,0,0,1,0,0,0,1,1,1,1,1
Student2808,1,1,0,1,1,1,1,1,1,1,1,0
Student2809,1,1,1,1,1,1,1,1,1,1,1,0
Student2810,1,0,0,1,0,0,0,0,0,0,0,0
Student2811,1,0,0,0,0,0,0,1,1,1,0,1
Student2812,1,0,0,0,0,0,0,0,0,1,0,0
Student2813,0,0,0,1,1,0,0,0,0,0,0,0
Student2814,1,1,0,1,1,1,1,1,1,1,1,0
Student2815,0,0,0,0,0,0,0,1,0,0,0,0
Student2816,1,1,1,1,0,0,0,1,1,0,0,0
Student2817,1,0,0,1,0,0,0,1,0,0,0,0
Student2818,0,0,0,1,1,1,1,1,1,1,1,0
Student2819,1,1,1,1,1,1,1,1,1,1,1,0
Student2820,1,1,1,1,1,0,0,1,1,1,1,1
Student2821,1,0,0,1,1,0,0,0,0,0,0,0
Student2822,1,1,1,0,0,0,0,1,1,0,1,0
Student2823,0,0,0,1,0,0,0,1,1,1,1,0
Student2824,1,0,0,1,1,0,0,0,0,0,0,0
Student2825,0,0,0,1,0,0,0,1,1,1,0,0
Student2826,1,1,1,1,1,1,1,1,1,1,1,1
Student2827,1,1,0,1,0,0,0,1,1,0,0,1
Student2828,1,0,0,1,0,0,0,0,0,0,0,1
Student2829,1,0,0,1,0,0,0,1,0,0,0,0
Student2830,1,1,1,1,1,1,1,1,1,1,1,0
Student2831,0,0,0,0,1,0,0,0,0,0,0,0
Student2832,0,0,0,1,0,0,0,0,0,0,0,0
Student2833,1,0,1,0,0,0,0,1,1,1,0,0
Student2834,0,0,0,1,0,0,0,0,0,0,0,0
Student2835,1,1,1,1,1,0,0,1,1,1,1,0
Student2836,1,1,0,1,0,0,0,1,0,0,0,0
Student2837,1,1,1,1,0,0,1,1,1,1,1,0
Student2838,0,0,0,0,0,0,0,0,0,0,0,0
Student2839,1,1,1,1,1,1,1,1,1,0,0,0
Student2840,0,0,0,0,0,0,0,0,0,0,0,0
Student2841,1,1,1,1,1,1,0,1,1,0,0,1
Student2842,0,0,0,1,1,0,0,1,1,1,1,0
Student2843,1,1,1,1,1,1,1,1,1,1,1,1
Student2844,1,0,0,0,0,0,0,0,0,0,0,0
Student2845,1,0,0,0,1,0,0,0,1,0,0,0
Student2846,1,0,0,0,0,0,0,0,0,0,0,0
Student2847,1,1,1,1,1,1,1,1,1,1,1,1
Student2848,1,1,0,1,1,0,0,0,0,0,0,0
Student2849,1,1,1,0,0,0,0,1,0,0,0,1
Student2850,1,1,1,1,1,1,0,1,0,0,0,0
Student2851,1,1,0,1,0,0,0,0,0,0,0,0
Student2852,1,1,1,1,0,0,0,1,1,1,1,0
Student2853,1,0,0,1,1,0,1,1,1,1,0,0
Student2854,0,0,0,0,0,0,0,1,1,1,0,0
Student2855,1,1,1,1,1,1,1,1,1,1,1,0
Student2856,1,1,1,0,0,0,0,0,1,0,0,1
Student2857,0,0,0,1,0,0,0,0,1,1,0,1
Student2858,1,1,1,1,1,1,1,1,1,1,1,0
Student2859,1,1,0,0,0,0,0,1,1,1,1,0
Student2860,1,1,1,1,1,1,1,1,1,1,1,0
Student2861,0,0,0,0,0,0,0,0,0,0,0,0
Student2862,0,0,0,1,0,0,0,1,0,0,0,0
Student2863,1,1,0,1,1,0,0,0,0,0,0,0
Student2864,1,1,1,1,1,0,0,0,1,0,0,0
Student2865,0,0,0,0,1,0,0,0,0,0,0,0
Student2866,1,1,1,0,0,0,0,1,1,0,0,0
Student2867,0,0,0,0,0,0,0,0,0,0,0,0
Student2868,1,1,1,1,1,0,1,0,1,0,0,0
Student2869,0,0,0,0,0,0,0,1,0,0,0,0
Student2870,1,0,0,1,0,0,0,0,0,0,0,0
Student2871,0,0,0,0,0,0,0,1,1,0,0,0
Student2872,1,1,0,1,0,0,0,0,0,0,0,0
Student2873,0,0,0,0,0,0,0,0,1,0,0,0
Student2874,1,0,0,1,1,0,0,1,1,1,1,0
Student2875,1,1,1,1,0,0,0,0,0,1,1,0
Student2876,0,0,0,0,0,0,0,0,0,0,0,0
Student2877,1,1,0,1,1,0,0,1,1,1,0,0
Student2878,1,1,0,0,0,0,0,0,0,0,0,0
Student2879,1,0,0,1,0,0,0,0,0,0,0,0
Student2880,1,1,1,0,0,0,0,1,0,0,0,0
Student2881,1,0,0,0,0,0,0,0,0,1,0,0
Student2882,0,0,0,0,0,0,0,1,0,0,0,0
Student2883,1,0,0,1,0,0,0,1,1,1,1,1
Student2884,1,1,1,1,0,0,0,1,0,1,0,0
Student2885,0,0,0,1,0,0,0,0,0,0,0,0
Student2886,1,1,0,1,1,1,1,1,0,0,0,0
Student2887,1,1,1,1,1,1,1,1,1,1,1,1
Student2888,1,0,0,1,1,1,0,1,1,1,1,1
Student2889,1,1,0,1,1,1,1,1,0,0,0,0
Student2890,0,1,0,0,0,0,0,0,0,0,0,0
Student2891,1,1,0,1,1,1,0,0,1,1,1,0
Student2892,0,0,0,0,0,0,0,1,1,1,1,0
Student2893,1,1,0,1,1,0,0,0,0,0,0,0
Student2894,1,1,0,1,0,0,0,0,0,0,0,0
Student2895,1,0,0,1,0,0,0,0,1,0,0,0
Student2896,1,1,1,1,1,1,1,1,0,1,0,0
Student2897,0,0,0,1,1,1,1,0,0,0,0,0
Student2898,1,1,1,1,1,1,1,1,1,1,1,0
Student2899,0,0,0,0,0,0,0,0,0,0,0,0
Student2900,1,0,0,1,0,0,0,1,0,0,0,0
Student2901,1,0,0,0,0,0,0,1,1,1,1,0
Student2902,1,1,1,0,0,0,0,0,0,0,0,0
Student2903,0,0,0,1,0,0,0,0,0,0,0,0
Student2904,1,1,1,1,1,1,1,1,1,1,1,1
Student2905,1,0,0,0,0,0,0,0,1,0,0,0
Student2906,1,1,1,1,1,1,1,1,1,1,1,1
Student2907,1,1,0,1,0,0,0,1,1,1,1,1
Student2908,1,0,0,1,0,0,0,1,0,0,1,0
Student2909,1,1,0,1,0,0,0,0,0,0,0,0
Student2910,1,0,0,0,0,0,0,1,1,1,1,1
Student2911,1,1,0,0,0,0,0,0,0,0,0,0
Student2912,1,1,1,1,1,1,1,1,1,1,1,0
Student2913,1,1,1,1,1,1,1,1,1,1,1,0
Student2914,1,1,0,1,0,0,0,1,1,1,0,0
Student2915,0,0,0,0,0,0,0,1,1,1,1,0
Student2916,1,1,0,1,0,0,0,0,0,0,0,0
Student2917,1,1,1,1,1,1,1,1,1,1,1,0
Student2918,1,1,1,1,1,0,0,1,1,1,1,0
Student2919,1,0,0,1,0,0,0,1,1,0,0,1
Student2920,1,0,0,0,0,0,0,1,1,1,1,0
Student2921,1,1,1,1,1,1,1,1,1,1,0,1
Student2922,1,1,1,1,1,1,0,1,1,0,0,0
Student2923,1,1,1,0,0,0,0,0,1,0,0,1
Student2924,1,1,0,1,1,1,1,0,1,0,0,0
Student2925,0,0,0,1,1,1,0,1,1,1,1,0
Student2926,0,0,0,1,1,0,0,0,1,0,0,0
Student2927,0,0,0,0,0,0,0,1,1,1,0,0
Student2928,0,0,0,1,0,0,0,0,0,0,0,0
Student2929,1,1,0,1,1,1,0,1,1,1,0,0
Student2930,1,1,1,1,1,1,1,1,1,1,1,0
Student2931,1,1,0,0,0,0,0,1,0,0,0,0
Student2932,1,1,1,0,1,1,0,1,1,1,1,1
Student2933,1,1,1,0,1,1,0,1,1,1,1,0
Student2934,0,0,0,0,1,1,0,0,0,0,0,0
Student2935,1,1,1,1,1,1,1,1,1,1,1,0
Student2936,0,0,0,1,1,0,0,0,0,0,0,0
Student2937,0,0,0,1,1,0,0,0,0,0,0,0
Student2938,1,1,1,1,0,0,0,0,1,0,0,0
Student2939,1,1,1,1,1,1,0,1,1,1,1,1
Student2940,1,1,1,1,1,1,1,0,0,0,0,0
Student2941,1,1,1,1,1,1,1,1,1,1,1,1
Student2942,1,1,1,1,1,0,0,1,1,1,1,0
Student2943,0,0,0,1,0,0,0,0,0,0,0,0
Student2944,1,0,0,1,0,0,0,1,1,1,1,0
Student2945,1,0,0,0,0,0,0,1,1,0,0,0
Student2946,1,1,1,0,0,0,0,0,0,0,0,0
Student2947,1,1,1,1,1,1,1,1,1,1,1,1
Student2948,1,1,1,1,1,0,0,1,1,1,1,0
Student2949,0,0,0,1,0,1,0,1,1,0,1,0
Student2950,1,1,1,1,1,0,0,0,1,0,0,0
Student2951,1,1,1,1,1,1,1,1,1,1,1,1
Student2952,1,1,0,0,0,0,0,0,1,0,0,0
Student2953,1,1,1,1,1,1,0,1,1,1,1,0
Student2954,0,0,0,0,0,0,0,0,0,0,1,0
Student2955,0,0,0,0,0,0,0,1,0,0,0,0
Student2956,1,0,0,0,0,0,0,1,0,0,0,0
Student2957,1,0,0,1,0,0,0,1,1,1,1,0
Student2958,1,1,1,0,0,0,0,1,1,1,1,0
Student2959,1,1,1,0,1,0,0,0,0,0,0,0
Student2960,1,1,1,1,1,1,1,1,1,1,1,1
Student2961,0,0,0,0,0,0,0,0,0,0,0,0
Student2962,1,1,1,1,0,1,0,1,1,1,1,0
Student2963,1,1,1,0,1,1,1,1,1,1,1,0
Student2964,1,1,1,1,1,1,1,1,1,1,1,0
Student2965,1,1,0,1,0,0,0,0,0,1,1,0
Student2966,1,1,1,1,1,1,1,1,1,1,1,1
Student2967,0,0,0,0,0,0,0,0,0,0,0,0
Student2968,0,0,0,0,0,0,0,0,0,0,0,0
Student2969,1,0,0,1,0,0,0,0,0,0,0,0
Student2970,1,1,1,1,1,1,1,0,0,1,1,0
Student2971,1,1,0,1,0,0,0,1,1,1,1,0
Student2972,0,0,0,1,1,0,0,0,0,0,0,0
Student2973,1,1,1,1,1,0,0,1,1,1,1,0
Student2974,1,0,0,1,0,0,0,1,0,0,0,0
Student2975,0,0,0,0,0,0,0,1,1,0,0,1
Student2976,1,0,0,1,0,0,0,0,0,0,0,0
Student2977,1,1,0,1,1,1,1,1,1,1,1,0
Student2978,1,1,0,0,0,0,0,0,0,0,0,0
Student2979,1,0,0,1,0,0,0,1,1,1,1,0
Student2980,1,0,0,0,0,0,0,0,1,1,0,0
Student2981,1,1,1,1,1,1,1,1,1,1,1,0
Student2982,1,0,0,1,1,0,0,0,1,0,0,0
Student2983,1,1,0,1,1,0,0,1,1,1,1,0
Student2984,1,1,1,1,1,1,1,1,1,1,1,0
Student2985,0,0,0,0,0,0,0,1,1,1,1,0
Student2986,0,0,0,0,0,0,0,1,1,1,1,0
Student2987,0,0,0,0,0,0,0,0,0,0,0,0
Student2988,1,1,1,1,1,1,1,1,1,1,1,1
Student2989,1,0,0,1,0,0,0,0,0,0,0,0
Student2990,1,1,0,1,0,0,0,1,1,1,1,0
Student2991,0,0,0,0,0,0,0,0,0,0,0,0
Student2992,0,0,0,0,0,0,0,0,0,1,0,0
Student2993,0,0,0,0,0,0,0,0,0,0,0,0
Student2994,1,1,0,0,0,0,0,0,0,0,0,0
Student2995,0,0,0,1,1,1,1,1,1,1,1,0
Student2996,0,0,0,1,0,0,0,1,1,1,1,0
Student2997,1,1,1,1,0,0,0,1,1,0,1,0
Student2998,1,0,0,0,0,0,0,1,0,0,0,0
Student2999,1,1,1,1,0,0,0,1,0,0,0,0
Student3000,1,1,1,1,1,1,0,1,0,0,0,0
